mp_id,formula,composition,crystal_system,symmetry_symbol,volume,density,e_fermi,formation_energy_per_atom,band_gap,bandgap_direct
mp-1385949,Ca(CoO2)4,"{'Ca': 1, 'Co': 4, 'O': 8}",Trigonal,R-3m,147.77119962416614,4.537660970622861,1.89788108,-1.5592059376923073,0.0,False
mp-17429,KHfPdF7,"{'K': 1, 'Hf': 1, 'Pd': 1, 'F': 7}",Orthorhombic,Pnna,607.6168771685392,4.995658307618014,0.11965355,-3.14408420705,0.0,True
mp-5353,ErCo3B2,"{'Er': 1, 'Co': 3, 'B': 2}",Hexagonal,P6/mmm,63.02160206702952,9.635218359631637,5.4337641,-0.5192294755555551,0.0,False
mp-1223824,Hf2Fe3Si,"{'Hf': 2, 'Fe': 3, 'Si': 1}",Hexagonal,P6_3/mmc,169.02883000184835,10.857493582161801,6.4365152,-0.5652370625000008,0.0,False
mp-27861,Ce(Re2Si)2,"{'Ce': 1, 'Re': 4, 'Si': 2}",Orthorhombic,Cmmm,118.13777916800075,13.228268168482327,7.82020114,-0.44707315357142974,0.0,False
mp-1206409,K(FeP)2,"{'K': 1, 'Fe': 2, 'P': 2}",Tetragonal,I4/mmm,88.9724039764073,3.970401279828454,4.08639077,-0.5183335679333332,0.0,False
mp-28019,NbCrSe5,"{'Nb': 1, 'Cr': 1, 'Se': 5}",Monoclinic,P2_1/m,313.94053133420306,5.709342776303484,3.94747665,-0.9210043895312491,0.0,False
mp-1188954,Ba3Ge5,"{'Ba': 3, 'Ge': 5}",Orthorhombic,Cmcm,472.1621257638932,5.45244213352993,4.06881254,-0.549403898125,0.0,False
mp-1184424,DyYIn2,"{'Dy': 1, 'Y': 1, 'In': 2}",Cubic,Fm-3m,105.30455546769296,7.585510247366292,5.67210469,-0.4739458616666674,0.0,False
mp-1187616,YbHoHg2,"{'Yb': 1, 'Ho': 1, 'Hg': 2}",Cubic,Fm-3m,98.66253690844394,12.440263760791726,3.21772954,-0.5662367325,0.0,False
mp-28838,U3(SiC)2,"{'U': 3, 'Si': 2, 'C': 2}",Tetragonal,I4/mmm,111.92853754886434,11.783693006569104,11.42062837,-0.23349027357142862,0.0,False
mp-559405,RbU2SbS8,"{'Rb': 1, 'U': 2, 'Sb': 1, 'S': 8}",Monoclinic,Cm,336.34985879423584,4.639763942862039,4.65424385,-1.317338620208334,0.0,False
mp-1189639,Th3Ni3Sn4,"{'Th': 3, 'Ni': 3, 'Sn': 4}",Cubic,I-43d,450.6401661681666,9.927225223011282,8.20250139,-0.6315998735000001,0.0,False
mp-865129,Lu2MgGe2,"{'Lu': 2, 'Mg': 1, 'Ge': 2}",Tetragonal,P4/mbm,208.46119199153583,8.276663748291268,3.86893735,-0.7195059709999996,0.0,False
mp-1207205,Pr(AlGe)2,"{'Pr': 1, 'Al': 2, 'Ge': 2}",Trigonal,P-3m1,109.74164415135719,5.146939208136638,4.90823488,-0.4440489150000005,0.0,False
mp-7555,LiMgSnPd,"{'Li': 1, 'Mg': 1, 'Sn': 1, 'Pd': 1}",Cubic,F-43m,69.36026739617891,6.137842019941445,6.48285224,-0.5891607445833329,0.0,False
mp-637182,Gd3Al7Ag2,"{'Gd': 3, 'Al': 7, 'Ag': 2}",Trigonal,R-3m,234.8908525583253,6.195325622783804,5.55374828,-0.4671071661111128,0.0,False
mp-18791,Ba4Mn3O10,"{'Ba': 4, 'Mn': 3, 'O': 10}",Orthorhombic,Cmce,482.74702037097336,6.013518176859888,2.95945147,-2.546863113899594,0.0,False
mp-11086,La2MgCu2,"{'La': 2, 'Mg': 1, 'Cu': 2}",Tetragonal,P4/mbm,245.66081578099747,5.802443908680036,6.66606957,-0.19690438299999968,0.0,False
mp-1210780,Li2Pr2Si3,"{'Li': 2, 'Pr': 2, 'Si': 3}",Orthorhombic,Cmcm,283.9582612696149,4.443808928693675,4.66386285,-0.5788363230952385,0.0,False
mp-1223934,HoUTe4,"{'Ho': 1, 'U': 1, 'Te': 4}",Orthorhombic,Imm2,185.64668060811894,8.16965150298715,6.93479952,-1.2178543211111112,0.0,False
mp-1188412,Nd4Mg7Ge6,"{'Nd': 4, 'Mg': 7, 'Ge': 6}",Monoclinic,C2/m,388.6660131790453,5.054012953162711,3.90333398,-0.5541842747058818,0.0,False
mp-21351,Dy2In,"{'Dy': 2, 'In': 1}",Hexagonal,P6_3/mmc,167.3517228554058,8.728144039782586,4.76238288,-0.3478931283333336,0.0,False
mp-1192485,Yb(Al5Os)2,"{'Yb': 1, 'Al': 10, 'Os': 2}",Orthorhombic,Cmcm,432.5265628614658,6.3216804699402624,7.19962311,-0.4134591553846161,0.0,False
mp-1187885,Yb2CdGa,"{'Yb': 2, 'Cd': 1, 'Ga': 1}",Cubic,Fm-3m,96.20913787395406,9.116805346225933,2.22046709,-0.45682017187499957,0.0,False
mp-28522,Gd2CBr,"{'Gd': 2, 'C': 1, 'Br': 1}",Hexagonal,P6_3/mmc,172.504958431881,7.824325662581016,4.95123749,-1.1101847256250004,0.0,False
mp-1186606,PmLuIn2,"{'Pm': 1, 'Lu': 1, 'In': 2}",Cubic,Fm-3m,105.94153366212417,8.614536915533083,5.49751386,-0.43512897437499953,0.0,False
mp-18581,Hf2Co4P3,"{'Hf': 2, 'Co': 4, 'P': 3}",Hexagonal,P-62m,446.96390115753786,10.188940529973733,8.29907534,-0.9979268980555562,0.0,False
mp-1190092,Ta3VS6,"{'Ta': 3, 'V': 1, 'S': 6}",Hexagonal,P6_322,353.64429855849056,7.3829808000923105,6.39848473,-1.4413391223750012,0.0,False
mp-20847,Ti5Sn3,"{'Ti': 5, 'Sn': 3}",Hexagonal,P6_3/mcm,304.05086297956177,6.504128194889782,7.79783617,-0.3480952608333334,0.0,False
mp-865664,TiRe2W,"{'Ti': 1, 'Re': 2, 'W': 1}",Cubic,Fm-3m,60.855512083929604,16.48439865348482,7.52212753,-0.3445367108333315,0.0,False
mp-1209553,PuMoC2,"{'Pu': 1, 'Mo': 1, 'C': 2}",Orthorhombic,Pnma,206.54142457096805,11.704618086949734,10.57747824,-0.16074984062500164,0.0,False
mp-1226890,Ce4H11,"{'Ce': 4, 'H': 11}",Tetragonal,I4/mmm,166.22478897070783,5.70963774124464,6.86673343,-0.6245445783333329,0.0,False
mp-19728,YSiRh,"{'Y': 1, 'Si': 1, 'Rh': 1}",Orthorhombic,Pnma,216.02224723134668,6.7612908342024545,6.16013391,-1.0285651880555544,0.0,False
mp-640597,Ce3(AgGe)4,"{'Ce': 3, 'Ag': 4, 'Ge': 4}",Orthorhombic,Immm,237.64544988212702,7.982344910347174,6.2941103,-0.7361594165151515,0.0,False
mp-1103015,TmFe3,"{'Tm': 1, 'Fe': 3}",Trigonal,R-3m,177.70877335242457,9.432065576273075,4.38503082,-0.11422580500000024,0.0,False
mp-662590,U5(B12Mo5)2,"{'U': 5, 'B': 24, 'Mo': 10}",Orthorhombic,Pmmn,816.9847989990096,9.792722738414788,10.23097253,-0.5567913376923078,0.0,False
mp-862332,LaHg3,"{'La': 1, 'Hg': 3}",Hexagonal,P6_3/mmc,208.47314024081706,11.799319108318487,4.68208643,-0.43595895500000004,0.0,False
mp-865377,Th3Au4,"{'Th': 3, 'Au': 4}",Trigonal,R-3,345.8741757911283,14.249155870758067,6.75637842,-0.6677042071428575,0.0,False
mp-1211078,TbGe3Rh5,"{'Tb': 1, 'Ge': 3, 'Rh': 5}",Hexagonal,P6_3/m,1765.1840215567145,10.062357843186662,5.61401398,-0.6960932372222219,0.0,False
mp-7577,CoSi,"{'Co': 1, 'Si': 1}",Cubic,P2_13,84.20725641751147,6.8639187984279575,9.63997474,-0.5803946187500006,0.0,False
mp-977397,TbCdPd2,"{'Tb': 1, 'Cd': 1, 'Pd': 2}",Cubic,Fm-3m,76.87247542524456,10.45879867730612,4.40922742,-0.7259786449999996,0.0,False
mp-568095,Yb(PRu)2,"{'Yb': 1, 'P': 2, 'Ru': 2}",Tetragonal,I4/mmm,77.52842744364425,9.36259581965293,7.30257703,-1.014553845333333,0.0,False
mp-582663,Ba2CaCr2CuF14,"{'Ba': 2, 'Ca': 1, 'Cr': 2, 'Cu': 1, 'F': 14}",Monoclinic,C2/c,574.5021829496889,4.325465819503989,1.17086998,-3.4191171625,0.0,False
mp-28523,Li2Ta3N5,"{'Li': 2, 'Ta': 3, 'N': 5}",Monoclinic,C2/m,198.86884087240227,10.466778332422496,6.40789126,-1.2951568431666671,0.0,False
mp-1185294,LiAc2Pb,"{'Li': 1, 'Ac': 2, 'Pb': 1}",Cubic,Fm-3m,138.17390178206205,8.02954985122396,5.66691849,-0.2657519795833334,0.0,False
mp-568668,DyFe2SiC,"{'Dy': 1, 'Fe': 2, 'Si': 1, 'C': 1}",Orthorhombic,Cmcm,131.53202743517429,7.935474323171553,6.01087679,-0.5106048395000002,0.0,False
mp-1196011,HoNi5Ge3,"{'Ho': 1, 'Ni': 5, 'Ge': 3}",Orthorhombic,Pnma,498.3649009227318,9.013887849636788,6.38783464,-0.5308005705555559,0.0,False
mp-11081,CeSnAu,"{'Ce': 1, 'Sn': 1, 'Au': 1}",Hexagonal,P6_3mc,153.84656418724035,9.839171528970006,7.63633102,-0.7403184999999995,0.0,False
mp-12574,Dy2C,"{'Dy': 2, 'C': 1}",Trigonal,R-3m,68.33534502619737,8.189311592671027,3.222539,-0.2774230925,0.0,False
mp-1104515,Lu2FeC4,"{'Lu': 2, 'Fe': 1, 'C': 4}",Orthorhombic,Ibam,170.60890852928986,8.834108777448241,4.9431426,-0.3218673642857145,0.0,False
mp-504970,UH3,"{'U': 1, 'H': 3}",Cubic,Pm-3n,296.4202660262788,10.80297189234951,9.02898054,-0.4019912621874999,0.0,False
mp-1199732,Yb6Ti4Al43,"{'Yb': 6, 'Ti': 4, 'Al': 43}",Hexagonal,P6_3/mcm,1932.158357334139,4.107888789864973,6.35387622,-0.2686790114779875,0.0,False
mp-1918,FeRh,"{'Fe': 1, 'Rh': 1}",Cubic,Pm-3m,26.787060836875803,9.840997812249283,6.00530121,-0.04384981499999974,0.0,False
mp-22497,HoSiRu,"{'Ho': 1, 'Si': 1, 'Ru': 1}",Orthorhombic,Pnma,210.97900799975005,9.258570275269738,6.24724426,-0.8191725666666668,0.0,False
mp-570845,Zn(GaNi)3,"{'Zn': 1, 'Ga': 3, 'Ni': 3}",Cubic,Ia-3d,752.8819601918417,7.95169055816349,5.59163587,-0.3732787335714285,0.0,False
mp-1431,MnSi,"{'Mn': 1, 'Si': 1}",Cubic,P2_13,90.17124166774443,6.1156456258243574,9.23793987,-0.434304780215518,0.0,False
mp-21431,HoIn3,"{'Ho': 1, 'In': 3}",Cubic,Pm-3m,97.47988477999309,8.677201098283199,6.93923137,-0.3915143900000002,0.0,False
mp-1359,NbIr,"{'Nb': 1, 'Ir': 1}",Tetragonal,P4/mmm,64.18837172094261,14.752158330153208,7.67970874,-0.5196179799999996,0.0,False
mp-22489,HfCuSi,"{'Hf': 1, 'Cu': 1, 'Si': 1}",Orthorhombic,Pnma,179.1036037977578,10.017605318206495,7.37998569,-0.582629535,0.0,False
mp-7138,YbSb2,"{'Yb': 1, 'Sb': 2}",Orthorhombic,Cmcm,165.62192690526678,8.352929669494136,6.14693668,-0.7654901850000003,0.0,False
mp-865743,Ga2IrRh,"{'Ga': 2, 'Ir': 1, 'Rh': 1}",Cubic,Fm-3m,54.92989490497441,13.137071764148104,7.08752181,-0.5442173512499995,0.0,False
mp-13917,LiCaGe2,"{'Li': 1, 'Ca': 1, 'Ge': 2}",Orthorhombic,Pnma,335.553759386758,3.806483975046948,2.65107199,-0.5130028108333335,0.0,False
mp-1194,CdPt,"{'Cd': 1, 'Pt': 1}",Tetragonal,P4/mmm,68.55932542314619,14.895346683553619,4.81851143,-0.3061316899999995,0.0,False
mp-550566,EuBi2ClO4,"{'Eu': 1, 'Bi': 2, 'Cl': 1, 'O': 4}",Tetragonal,P4/mmm,141.38775568622063,7.861529426832316,3.34194215,-2.2125582731250004,0.0,False
mp-974943,HfZrTc2,"{'Hf': 1, 'Zr': 1, 'Tc': 2}",Cubic,Fm-3m,69.42674669234171,11.138881305925532,5.84255164,-0.4180888500000002,0.0,False
mp-31347,YInRh,"{'Y': 1, 'In': 1, 'Rh': 1}",Hexagonal,P-62m,190.6639808227286,8.011529169443435,6.05445537,-0.7472597377777777,0.0,False
mp-1332,Si3Mo5,"{'Si': 3, 'Mo': 5}",Tetragonal,I4/mcm,227.8292216633434,8.220822537828795,9.71255204,-0.37395356312500105,0.0,False
mp-1209971,Pr12(OsC3)5,"{'Pr': 12, 'Os': 5, 'C': 15}",Hexagonal,P-62m,568.7529323465372,8.239741558190323,5.01746341,-0.2157905713281254,0.0,False
mp-6662,NaSr3IrO6,"{'Na': 1, 'Sr': 3, 'Ir': 1, 'O': 6}",Trigonal,R-3c,318.8008023428617,5.98025044027618,3.19912283,-2.46822685218652,0.0,False
mp-5106,TbCoC2,"{'Tb': 1, 'Co': 1, 'C': 2}",Orthorhombic,Amm2,48.03847794687022,8.36102880994229,5.5804848,-0.3382127600000002,0.0,False
mp-1193423,Nb4Si7Ni4,"{'Nb': 4, 'Si': 7, 'Ni': 4}",Tetragonal,I4/mmm,401.89399168461966,6.635625045338793,9.11145426,-0.6066365830000005,0.0,False
mp-11697,TaSb2,"{'Ta': 1, 'Sb': 2}",Monoclinic,C2/m,136.77168959803913,10.306891716090727,8.28741501,-0.27170470666666685,0.0,False
mp-1206679,YBiPt,"{'Y': 1, 'Bi': 1, 'Pt': 1}",Cubic,F-43m,75.43707067936204,10.851380513911167,5.75455129,-1.049481275555556,0.0,False
mp-644838,Co2Mo4N,"{'Co': 2, 'Mo': 4, 'N': 1}",Cubic,Fd-3m,351.95702317763937,9.731061846656418,8.03748597,-0.20296768285714353,0.0,False
mp-7068,Sr3(AlSi)2,"{'Sr': 3, 'Al': 2, 'Si': 2}",Orthorhombic,Immm,195.68302899673662,3.1651760501486588,3.73730792,-0.3798421228571434,0.0,False
mp-1189509,Yb3Ni,"{'Yb': 3, 'Ni': 1}",Orthorhombic,Pnma,421.765792857823,9.099663748486241,2.31115539,-0.19648701937500013,0.0,False
mp-21693,Ce5Sn4,"{'Ce': 5, 'Sn': 4}",Orthorhombic,Pnma,1127.2439108688866,6.926028380702411,7.11755908,-0.5766759672222221,0.0,False
mp-11667,Nd2(Zn2Ge)3,"{'Nd': 2, 'Zn': 6, 'Ge': 3}",Hexagonal,P-62m,203.88175774534136,7.320855189949176,4.56053247,-0.42028230636363645,0.0,False
mp-1198929,Tb2ReB6,"{'Tb': 2, 'Re': 1, 'B': 6}",Orthorhombic,Pbam,393.75289321197886,9.597085340079252,5.87927185,-0.6061236863888885,0.0,False
mp-1205598,Ba2PuMnO6,"{'Ba': 2, 'Pu': 1, 'Mn': 1, 'O': 6}",Cubic,Fm-3m,153.24098811270235,7.2557465542359045,5.07032155,-3.0170282940431044,0.0,False
mp-657,YbZn2,"{'Yb': 1, 'Zn': 2}",Orthorhombic,Imma,116.90644431010803,8.6319977085355,2.25824747,-0.3618355066666667,0.0,False
mp-865321,Lu2IrRu,"{'Lu': 2, 'Ir': 1, 'Ru': 1}",Cubic,Fm-3m,72.74036934997078,14.683642776388345,5.17374834,-0.7770325600000003,0.0,False
mp-1191224,Ce2Mg17Ru4,"{'Ce': 2, 'Mg': 17, 'Ru': 4}",Tetragonal,I-42m,490.1126302072204,3.719081369151721,4.31545351,-0.17319068826086909,0.0,False
mp-1211555,LaGa4Os,"{'La': 1, 'Ga': 4, 'Os': 1}",Orthorhombic,Pmma,665.5114390724597,9.102653762719443,5.84830502,-0.4744784602777783,0.0,False
mp-9457,Ca3ReO6,"{'Ca': 3, 'Re': 1, 'O': 6}",Monoclinic,P2_1/c,257.9771839440946,5.180791683544759,4.43945483,-2.9244947037499998,0.0,False
mp-1106196,Lu4Ga12Ni,"{'Lu': 4, 'Ga': 12, 'Ni': 1}",Cubic,Im-3m,295.6208138309496,8.960647895097845,4.38586452,-0.5215630464705879,0.0,False
mp-1186205,Nb2MoOs,"{'Nb': 2, 'Mo': 1, 'Os': 1}",Cubic,Fm-3m,65.95544492013198,11.882958453100576,6.97096523,-0.24319486249999933,0.0,False
mp-864961,Be2PdPt,"{'Be': 2, 'Pd': 1, 'Pt': 1}",Cubic,Fm-3m,45.059295115291036,11.775358002187824,6.50360777,-0.6840280950000004,0.0,False
mp-8132,Li(TiSe2)3,"{'Li': 1, 'Ti': 3, 'Se': 6}",Trigonal,P-3m1,249.0680301100672,4.162227725085344,2.64228631,-1.4413049097395834,0.0,False
mp-9930,UPSe,"{'U': 1, 'P': 1, 'Se': 1}",Tetragonal,P4/nmm,130.17775757812154,8.877178733514016,8.96315404,-1.1318571852256945,0.0,False
mp-862623,ScSnRh2,"{'Sc': 1, 'Sn': 1, 'Rh': 2}",Cubic,Fm-3m,66.08636770537512,9.283773157543786,8.0316785,-0.8764835499999997,0.0,False
mp-862621,GaPt3,"{'Ga': 1, 'Pt': 3}",Tetragonal,I4/mcm,120.05020582374542,18.11927880812029,6.6313191,-0.4441624431249993,0.0,False
mp-505805,Pr2Ni7P4,"{'Pr': 2, 'Ni': 7, 'P': 4}",Orthorhombic,Pmn2_1,366.17064057367065,7.406037065203431,7.97863116,-0.8314149356410255,0.0,False
mp-867873,LiTm2Al,"{'Li': 1, 'Tm': 2, 'Al': 1}",Cubic,Fm-3m,91.94407867366628,6.714662001836831,3.09208423,-0.20438410416666652,0.0,False
mp-1105612,CsScUSe5,"{'Cs': 1, 'Sc': 1, 'U': 1, 'Se': 5}",Orthorhombic,Cmcm,483.42182483533526,5.569392201860747,3.7994339,-1.5738388862062225,0.0,False
mp-542187,Sr2MnClO3,"{'Sr': 2, 'Mn': 1, 'Cl': 1, 'O': 3}",Tetragonal,P4/nmm,228.7628840855079,4.553130336965837,2.80899544,-2.7340459839306237,0.0,False
mp-12387,YbAsO4,"{'Yb': 1, 'As': 1, 'O': 4}",Tetragonal,I4_1/amd,158.44470592348432,6.538816627113356,-0.12721677,-2.280832915833333,0.0,False
mp-2296,Ni3P,"{'Ni': 3, 'P': 1}",Tetragonal,I-4,169.8574871565213,8.096697968420676,9.56118466,-0.44065392958333227,0.0,False
mp-20868,Fe2W,"{'Fe': 2, 'W': 1}",Hexagonal,P6_3/mmc,148.7857787103675,13.193172482098324,6.5523034,-0.023268992500000252,0.0,False
mp-862365,Sc2OsPd,"{'Sc': 2, 'Os': 1, 'Pd': 1}",Cubic,Fm-3m,68.1381730711928,9.420578531471282,5.32289251,-0.6930195999999995,0.0,False
mp-1191025,Zr3(MnGa3)2,"{'Zr': 3, 'Mn': 2, 'Ga': 6}",Orthorhombic,Pmmn,365.1023244782206,7.294191738226278,4.82751718,-0.46848605507837054,0.0,False
mp-351,SiNi,"{'Si': 1, 'Ni': 1}",Orthorhombic,Pnma,95.11263185898753,6.0601731143436215,10.03041751,-0.46419653375000003,0.0,False
mp-5407,TiAlCo2,"{'Ti': 1, 'Al': 1, 'Co': 2}",Cubic,Fm-3m,48.746788217865344,6.564753891622506,7.10381391,-0.6249417558333334,0.0,False
mp-1210077,Nd12(OsC3)5,"{'Nd': 12, 'Os': 5, 'C': 15}",Hexagonal,P-62m,555.6790155948543,8.553173434399163,4.93985179,-0.24242648945312606,0.0,False
mp-30794,Na15Sn4,"{'Na': 15, 'Sn': 4}",Cubic,I-43d,1104.9938211493975,2.4635821389334733,1.85099055,-0.15516229517241362,0.0,False
mp-13501,ErCoC2,"{'Er': 1, 'Co': 1, 'C': 2}",Orthorhombic,Amm2,46.27713022882863,8.978289004470257,5.49203116,-0.3580574324999999,0.0,False
mp-1204195,U6Fe30P19,"{'U': 6, 'Fe': 30, 'P': 19}",Hexagonal,P-6,667.1187980059126,9.18989490737766,9.91527295,-0.7195592922424235,0.0,False
mp-19767,DyCoSi,"{'Dy': 1, 'Co': 1, 'Si': 1}",Orthorhombic,Pnma,198.02832277511075,8.369217798508284,5.87310479,-0.7002589266666668,0.0,False
mp-865893,LiZr2Tc,"{'Li': 1, 'Zr': 2, 'Tc': 1}",Cubic,Fm-3m,72.0495708644136,6.623504568946907,4.39608774,-0.17996237458333386,0.0,False
mp-672696,Hf2Nb3Ge4,"{'Hf': 2, 'Nb': 3, 'Ge': 4}",Orthorhombic,Pnma,624.6714758206283,9.848949710692242,6.89170427,-0.6316785686111106,0.0,False
mp-13915,LiNi2Sn,"{'Li': 1, 'Ni': 2, 'Sn': 1}",Cubic,Fm-3m,52.426960207205305,7.69782875004552,7.49428482,-0.27392472458333383,0.0,False
mp-864607,ZrCdPd2,"{'Zr': 1, 'Cd': 1, 'Pd': 2}",Cubic,Fm-3m,70.63753700054951,9.790446229132465,4.51707002,-0.5867681949999994,0.0,False
mp-30749,Zr5Ir3,"{'Zr': 5, 'Ir': 3}",Hexagonal,P6_122,938.5054442339583,10.963963626772717,5.79012882,-0.7415151454166669,0.0,False
mp-9278,U2Si4W3,"{'U': 2, 'Si': 4, 'W': 3}",Monoclinic,P2_1/c,301.2439444985279,12.567100042808594,10.02756606,-0.2851111688888892,0.0,False
mp-22203,SmMnO3,"{'Sm': 1, 'Mn': 1, 'O': 3}",Orthorhombic,Pnma,231.50675196280685,7.267318238962783,3.87809079,-2.9919746138362067,0.0,False
mp-510188,HfGa,"{'Hf': 1, 'Ga': 1}",Orthorhombic,Pbcm,436.3787912755811,11.33420940462786,4.6847032,-0.5067021370833338,0.0,False
mp-864831,NbZnRh2,"{'Nb': 1, 'Zn': 1, 'Rh': 2}",Cubic,Fm-3m,59.166234346412956,10.219445023820322,6.03374744,-0.4640714975,0.0,False
mp-1103656,Nb2O2F3,"{'Nb': 2, 'O': 2, 'F': 3}",Monoclinic,C2/c,184.96375562569688,4.934235630578297,2.93235188,-3.0611005849999993,0.0,False
mp-864793,NdAgAs2,"{'Nd': 1, 'Ag': 1, 'As': 2}",Orthorhombic,Pnma,351.02489786357705,7.605834545811607,4.49571251,-0.7741067241666668,0.0,False
mp-1224489,Hf10VSb5,"{'Hf': 10, 'V': 1, 'Sb': 5}",Tetragonal,I422,336.96589584037787,12.046983877871691,7.05051736,-0.48923229124999956,0.0,False
mp-972049,Tb(AlC)3,"{'Tb': 1, 'Al': 3, 'C': 3}",Hexagonal,P6_3/mmc,175.65935008547464,5.216302560536777,6.70367524,-0.27631665250000026,0.0,False
mp-1207199,PrAsPd,"{'Pr': 1, 'As': 1, 'Pd': 1}",Hexagonal,P6_3/mmc,131.2481240874054,8.154135116646579,5.30949289,-1.1809405616666666,0.0,False
mp-2731,TiGa3,"{'Ti': 1, 'Ga': 3}",Tetragonal,I4/mmm,61.78758332130528,6.907833201746608,5.3310122,-0.37412842645833333,0.0,False
mp-1213169,Er5(In2Pt)2,"{'Er': 5, 'In': 4, 'Pt': 2}",Orthorhombic,Pbam,519.0571162550456,10.7858219674596,5.7526678,-0.8160392804545453,0.0,False
mp-542905,Eu2(MoO4)3,"{'Eu': 2, 'Mo': 3, 'O': 12}",Monoclinic,C2/c,473.14919820733644,5.501149410880088,0.85505608,-2.377448957941176,0.0,False
mp-1103158,TiGeIr,"{'Ti': 1, 'Ge': 1, 'Ir': 1}",Orthorhombic,Pnma,183.09113381052447,11.34496047418258,8.05154065,-0.7187862869444454,0.0,False
mp-1202868,Np2Re3Si5,"{'Np': 2, 'Re': 3, 'Si': 5}",Tetragonal,P4/mnc,665.2988714004131,11.711385333730302,10.15653409,-0.32447610299999924,0.0,False
mp-12846,YbGaGe,"{'Yb': 1, 'Ga': 1, 'Ge': 1}",Hexagonal,P6_3/mmc,248.23670940163112,8.439348144523839,4.02229777,-0.611367126666666,0.0,False
mp-1196994,Lu5Zr3(Ni4As3)4,"{'Lu': 5, 'Zr': 3, 'Ni': 16, 'As': 12}",Hexagonal,P-62m,544.9912928054644,9.10008411225257,7.08538775,-0.8007702125000004,0.0,False
mp-1103538,Tb3Ga8Ag3,"{'Tb': 3, 'Ga': 8, 'Ag': 3}",Orthorhombic,Immm,273.5891596281854,8.243329023946364,4.24274376,-0.4663688114285713,0.0,False
mp-13696,EuCuO2,"{'Eu': 1, 'Cu': 1, 'O': 2}",Trigonal,R-3m,66.10362434511646,6.217481050381307,1.67679206,-2.2938594818749998,0.0,False
mp-1192010,Tb3(GaNi3)2,"{'Tb': 3, 'Ga': 2, 'Ni': 6}",Cubic,Im-3m,355.73810929470864,9.040565784885615,5.49791754,-0.5448664231818175,0.0,False
mp-3333,Eu(NiGe)2,"{'Eu': 1, 'Ni': 2, 'Ge': 2}",Tetragonal,I4/mmm,84.72376710035394,8.126534798672036,5.74307426,-0.5835272219999993,0.0,False
mp-27578,As(S2F3)2,"{'As': 1, 'S': 4, 'F': 6}",Monoclinic,P2_1/c,3356.6453499231793,2.5104899627292894,0.48641735,-1.7573475435795454,0.0,False
mp-1501,Al3Pt5,"{'Al': 3, 'Pt': 5}",Orthorhombic,Pbam,232.66361773621125,15.078719485042974,8.49503962,-0.9077664700000003,0.0,False
mp-31295,La3(Sn3Pd2)2,"{'La': 3, 'Sn': 6, 'Pd': 4}",Orthorhombic,Pnma,1270.6441455261815,8.126799979473603,7.93561169,-0.823477397115385,0.0,False
mp-505071,Si2Pd9,"{'Si': 2, 'Pd': 9}",Orthorhombic,Pnma,642.4418909360118,10.483159774435295,5.63991372,-0.4519952604545452,0.0,False
mp-33581,Ba9Nb10O30,"{'Ba': 9, 'Nb': 10, 'O': 30}",Triclinic,P-1,697.0915247356853,6.300617748558626,4.97598431,-3.1933309580102045,0.0,False
mp-1195540,Dy3(Al3Ru)4,"{'Dy': 3, 'Al': 12, 'Ru': 4}",Hexagonal,P6_3/mmc,631.1896768496001,6.39580268788465,6.92667964,-0.6648034094736847,0.0,False
mp-21712,Tb2Ti3Ge4,"{'Tb': 2, 'Ti': 3, 'Ge': 4}",Orthorhombic,Pnma,678.4656291861272,7.362169888477602,4.80431931,-0.7955875847222226,0.0,False
mp-567114,Sr(BiPd)2,"{'Sr': 1, 'Bi': 2, 'Pd': 2}",Monoclinic,P2_1/m,256.31571222363385,9.308565552291777,4.67098934,-0.6195511913333334,0.0,False
mp-30808,TbNi5,"{'Tb': 1, 'Ni': 5}",Hexagonal,P6/mmm,79.24064549741418,9.480174800323836,6.52948298,-0.32477880499999995,0.0,False
mp-865757,YbGaRh2,"{'Yb': 1, 'Ga': 1, 'Rh': 2}",Cubic,Fm-3m,60.49089175739016,12.313831547540827,4.93835145,-0.7296737593750002,0.0,False
mp-780738,H4WNCl6,"{'H': 4, 'W': 1, 'N': 1, 'Cl': 6}",Monoclinic,C2/c,450.91192019103977,3.0536057614639422,1.41962147,-1.0636533899999996,0.0,False
mp-1112,CeCo2,"{'Ce': 1, 'Co': 2}",Cubic,Fd-3m,85.59964569676278,10.009149771657013,8.31341812,-0.25221423833333273,0.0,False
mp-20668,Dy(MnGe)6,"{'Dy': 1, 'Mn': 6, 'Ge': 6}",Hexagonal,P6/mmm,188.26382891461117,8.184936924867914,7.04099554,-0.32032129904509404,0.0,False
mp-1188255,LiLaGe2,"{'Li': 1, 'La': 1, 'Ge': 2}",Orthorhombic,Pnma,345.4935359133134,5.5969426516581535,5.16329839,-0.7004761820833334,0.0,False
mp-863682,PmGa3,"{'Pm': 1, 'Ga': 3}",Hexagonal,P6_3/mmc,160.76347108428806,7.31648124679156,3.78114123,-0.5715091249999995,0.0,False
mp-1453,NdSe,"{'Nd': 1, 'Se': 1}",Cubic,Fm-3m,53.29914431866101,6.953876004600074,5.25261473,-2.066309979921874,0.0,False
mp-1898,CeSi2,"{'Ce': 1, 'Si': 2}",Tetragonal,I4_1/amd,122.17049567636461,5.3358583831754345,8.77943914,-0.6112617099999996,0.0,False
