mp_id,formula,composition,crystal_system,symmetry_symbol,volume,density,e_fermi,formation_energy_per_atom,band_gap,bandgap_direct
mp-1188934,Eu5Ge3,"{'Eu': 5, 'Ge': 3}",Tetragonal,I4/mcm,468.2888498960489,6.934076979786671,3.28445309,-0.6375705025000009,0.0,False
mp-1409292,MgNiF6,"{'Mg': 1, 'Ni': 1, 'F': 6}",Trigonal,R-3,87.04450752030682,3.757935328529401,-1.56551096,-2.390940620625,0.0,False
mp-753552,Cu4PtO5,"{'Cu': 4, 'Pt': 1, 'O': 5}",Monoclinic,P2/m,224.6932154357465,7.822801479605601,4.85867404,-0.9062295093750002,0.0,False
mp-1191722,Ho3(GaNi3)2,"{'Ho': 3, 'Ga': 2, 'Ni': 6}",Cubic,Im-3m,347.72449793762627,9.420971839406693,5.46525934,-0.5649915454545451,0.0,False
mp-569783,ErFe3,"{'Er': 1, 'Fe': 3}",Trigonal,R-3m,184.14531815403495,9.057061919949204,4.52356318,-0.09956567583333371,0.0,False
mp-1192597,Y10Cd3Pd,"{'Y': 10, 'Cd': 3, 'Pd': 1}",Hexagonal,P6_3/mmc,809.9302953191147,5.464715971354424,3.22643691,-0.3052712469047622,0.0,False
mp-1207951,Tm5Re2C7,"{'Tm': 5, 'Re': 2, 'C': 7}",Orthorhombic,Cmmm,190.53914054346527,11.339543795084069,5.32919934,-0.4188964097023811,0.0,False
mp-558448,Pr2Ir2O7,"{'Pr': 2, 'Ir': 2, 'O': 7}",Cubic,Fd-3m,286.1759732228344,9.031550604241351,4.80130302,-2.4078118151136363,0.0,False
mp-1190736,Ca8Al3,"{'Ca': 8, 'Al': 3}",Triclinic,P-1,709.3846098773414,1.8799967328631075,2.96917476,-0.15456566227272717,0.0,False
mp-864962,CaAcZn2,"{'Ca': 1, 'Ac': 1, 'Zn': 2}",Cubic,Fm-3m,109.95728863242485,6.0088954598780076,4.03415243,-0.2726213181250001,0.0,False
mp-1210189,Nd2(Ga3Ru)3,"{'Nd': 2, 'Ga': 9, 'Ru': 3}",Orthorhombic,Cmcm,479.0297156980848,8.452631743679866,4.74806718,-0.5384517698214282,0.0,False
mp-1200384,Hf3(VGa2)2,"{'Hf': 3, 'V': 2, 'Ga': 4}",Orthorhombic,Pnma,1231.0299518266022,9.887399505231363,4.83138988,-0.4142056443055561,0.0,False
mp-1197374,Zr2S,"{'Zr': 2, 'S': 1}",Orthorhombic,Pnnm,672.3518479138387,6.357514469225585,6.40499291,-1.2645997577083337,0.0,False
mp-1103227,HfCoSi,"{'Hf': 1, 'Co': 1, 'Si': 1}",Orthorhombic,Pnma,171.37246587537336,10.290744392745315,6.93673541,-0.8311664291666668,0.0,False
mp-1201682,ScFeGe2,"{'Sc': 1, 'Fe': 1, 'Ge': 2}",Orthorhombic,Pbam,748.3597613612316,6.552361401857576,5.40412917,-0.5353488216666674,0.0,False
mp-1221229,Na4Eu2SiP4,"{'Na': 4, 'Eu': 2, 'Si': 1, 'P': 4}",Monoclinic,Cc,533.1394725118048,3.412824004761642,3.6293822,-0.6775386790491121,0.0,False
mp-1105666,Rh2Se3,"{'Rh': 2, 'Se': 3}",Orthorhombic,Pbcn,367.1167277843695,8.009503727806093,5.36951455,-0.6893389564062495,0.0,False
mp-1222068,Mn2Fe4SiGe,"{'Mn': 2, 'Fe': 4, 'Si': 1, 'Ge': 1}",Trigonal,R-3m,90.256196326222,7.984420058823333,7.92191837,-0.22462492135775847,0.0,False
mp-19901,EuInAu,"{'Eu': 1, 'In': 1, 'Au': 1}",Orthorhombic,Pnma,302.92925522606515,10.16834924483828,5.15245998,-0.6754431241666671,0.0,False
mp-7498,Ti5Te4,"{'Ti': 5, 'Te': 4}",Tetragonal,I4/m,195.4075991021128,6.371114853352138,7.56838374,-0.875210958148148,0.0,False
mp-20192,HfMnSi,"{'Hf': 1, 'Mn': 1, 'Si': 1}",Orthorhombic,Pnma,188.39448410997466,9.2200885810237,6.81924173,-0.6658358143103437,0.0,False
mp-1198609,EuV(SeO4)2,"{'Eu': 1, 'V': 1, 'Se': 2, 'O': 8}",Monoclinic,P2_1/m,676.9562302185806,4.796208869519786,1.25004817,-2.0075603460156244,0.0,False
mp-1214448,Ba8Sc3(Pt2O9)2,"{'Ba': 8, 'Sc': 3, 'Pt': 4, 'O': 18}",Cubic,Pm-3m,567.0843620567927,6.740167632579131,3.20544955,-2.666464413409092,0.0,False
mp-1193176,Lu6Mn23,"{'Lu': 6, 'Mn': 23}",Cubic,Fm-3m,415.71968139229017,9.240488517472482,5.01963723,-0.042237500428062104,0.0,False
mp-865522,YCdAu2,"{'Y': 1, 'Cd': 1, 'Au': 2}",Cubic,Fm-3m,83.16824635497977,11.884774571875985,4.40983905,-0.6722612566666668,0.0,False
mp-570775,BaAu,"{'Ba': 1, 'Au': 1}",Orthorhombic,Pnma,271.7972680522398,8.169435035394839,3.15362144,-0.7227073774999999,0.0,False
mp-865768,Ti2MnOs,"{'Ti': 2, 'Mn': 1, 'Os': 1}",Cubic,Fm-3m,56.69261831653955,9.985094716311277,6.69458977,-0.5042748961494254,0.0,False
mp-1188772,Tb5Tl3,"{'Tb': 5, 'Tl': 3}",Tetragonal,I4/mcm,464.64479345282336,10.062172899865388,4.7923591,-0.30938867874999954,0.0,False
mp-865611,MgRh3,"{'Mg': 1, 'Rh': 3}",Orthorhombic,Imm2,56.6122402106101,9.768120970137675,6.16099403,-0.26418068250000015,0.0,False
mp-1193087,Zr11Os4,"{'Zr': 11, 'Os': 4}",Cubic,Fm-3m,612.2668557951824,9.570430059222641,4.955787,-0.29287063566666804,0.0,False
mp-1184428,Gd2CuOs,"{'Gd': 2, 'Cu': 1, 'Os': 1}",Cubic,Fm-3m,82.03664984551384,11.502718606722635,4.26442641,-0.20134946750000005,0.0,False
mp-3515,Y(CoB)2,"{'Y': 1, 'Co': 2, 'B': 2}",Tetragonal,I4/mmm,58.78378765462495,6.451737345247051,5.35506598,-0.561257350999999,0.0,False
mp-19265,DyNiO3,"{'Dy': 1, 'Ni': 1, 'O': 3}",Orthorhombic,Pnma,209.4585969454163,8.53635371800083,3.71095345,-2.5041559127500017,0.0,False
mp-975044,Li(SiRh)2,"{'Li': 1, 'Si': 2, 'Rh': 2}",Tetragonal,P4/mbm,133.8639604329469,6.671805405472885,7.57822716,-0.7258450446666671,0.0,False
mp-18560,NpPO4F,"{'Np': 1, 'P': 1, 'O': 4, 'F': 1}",Orthorhombic,Pnma,389.4052596856737,5.986555053524054,4.67186634,-3.225482242083333,0.0,False
mp-13342,ErB4Rh,"{'Er': 1, 'B': 4, 'Rh': 1}",Orthorhombic,Pbam,240.47111509916942,8.656791196562363,6.89298461,-0.6244984711111113,0.0,False
mp-1227650,BaSr4,"{'Ba': 1, 'Sr': 4}",Trigonal,R-3m,282.5221861494012,2.86711139928882,1.61923154,-0.006042205333333328,0.0,False
mp-30672,Ti3Ga,"{'Ti': 3, 'Ga': 1}",Hexagonal,P6_3/mmc,129.3655209042524,5.476464414433232,5.62749164,-0.3213845343749995,0.0,False
mp-642493,Hf3Al3C5,"{'Hf': 3, 'Al': 3, 'C': 5}",Hexagonal,P6_3/mmc,259.9206352451739,8.643420962215039,8.13822659,-0.5818414461363633,0.0,False
mp-542103,TbRh3C,"{'Tb': 1, 'Rh': 3, 'C': 1}",Cubic,Pm-3m,71.75090685055872,11.100651303658157,6.27692277,-0.49292854549999987,0.0,False
mp-602268,Zr2In5Ni,"{'Zr': 2, 'In': 5, 'Ni': 1}",Tetragonal,P4_2/mnm,686.3565988237804,7.8893309416062,7.34311589,-0.2750080365625003,0.0,False
mp-17745,Mn2Hg2SF6,"{'Mn': 2, 'Hg': 2, 'S': 1, 'F': 6}",Cubic,Fd-3m,348.8022694975113,6.25660683751297,1.23870223,-2.209898792180643,0.0,False
mp-30235,Lu3Ge3Ir2,"{'Lu': 3, 'Ge': 3, 'Ir': 2}",Orthorhombic,Cmcm,303.82918659569197,12.321732395058353,5.9425199,-0.9281073968749993,0.0,False
mp-1223506,KBa2Bi2O7,"{'K': 1, 'Ba': 2, 'Bi': 2, 'O': 7}",Tetragonal,I4mm,213.27814232151877,6.568941261576043,3.2162818,-2.1311899586874996,0.0,False
mp-865951,Ac2IrAu,"{'Ac': 2, 'Ir': 1, 'Au': 1}",Cubic,Fm-3m,109.29400744391403,12.81075961422881,6.8065001,-0.6180271387499996,0.0,False
mp-570556,Sr(InAu)2,"{'Sr': 1, 'In': 2, 'Au': 2}",Orthorhombic,Pnma,497.1634408281273,9.501562266311879,5.1466779,-0.5398455603333335,0.0,False
mp-1214697,Ba2Yb2CuPtO8,"{'Ba': 2, 'Yb': 2, 'Cu': 1, 'Pt': 1, 'O': 8}",Orthorhombic,Pnma,779.9590167780198,8.578703597063477,2.5553803,-2.3889351628571425,0.0,False
mp-864970,MnSiTc2,"{'Mn': 1, 'Si': 1, 'Tc': 2}",Cubic,Fm-3m,52.03203554331949,8.904696734149026,8.89088507,-0.3698774319827578,0.0,False
mp-21985,In3Cu7,"{'In': 3, 'Cu': 7}",Triclinic,P-1,576.147613080268,9.099221120245707,8.15265022,-0.006532676000000492,0.0,False
mp-1929,NdB6,"{'Nd': 1, 'B': 6}",Cubic,Pm-3m,70.4236579028902,4.930615839600435,6.98005805,-0.4753213203571422,0.0,False
mp-13447,Zn13Rh,"{'Zn': 13, 'Rh': 1}",Monoclinic,C2/m,200.1978765983639,7.9064934519143355,3.34674386,-0.13004559357142856,0.0,False
mp-1188138,Er2Ge5Ru3,"{'Er': 2, 'Ge': 5, 'Ru': 3}",Orthorhombic,Ibam,352.2544835845768,9.43681414607026,6.82645556,-0.6237485294999999,0.0,False
mp-1215741,Zn2Cr3FeO8,"{'Zn': 2, 'Cr': 3, 'Fe': 1, 'O': 8}",Trigonal,R-3m,154.1825404011007,5.068841762338594,3.35109626,-2.145812109285713,0.0,True
mp-1207274,LiGaIr,"{'Li': 1, 'Ga': 1, 'Ir': 1}",Hexagonal,P6_3/mmc,76.99206530417298,11.59827062704538,5.28051928,-0.4357837286111111,0.0,False
mp-1205750,YMgAu,"{'Y': 1, 'Mg': 1, 'Au': 1}",Hexagonal,P-62m,203.47669730793203,7.593917072192109,4.17805182,-0.695369516666667,0.0,False
mp-865484,V2CrRe,"{'V': 2, 'Cr': 1, 'Re': 1}",Cubic,Fm-3m,52.36070985125525,10.785305559490919,6.54079473,-0.24879634375000137,0.0,False
mp-5063,YAl3Ni2,"{'Y': 1, 'Al': 3, 'Ni': 2}",Hexagonal,P6/mmm,281.8564455056772,5.076719466768351,6.95556471,-0.6608140966666665,0.0,False
mp-2209,CeGa2,"{'Ce': 1, 'Ga': 2}",Hexagonal,P6/mmm,67.89133237210012,6.837745059892232,5.26957469,-0.5906536066666662,0.0,False
mp-11491,LuNi5,"{'Lu': 1, 'Ni': 5}",Hexagonal,P6/mmm,77.0785390170734,10.09169305805608,6.44359677,-0.3402726250000008,0.0,False
mp-1194122,Sm(Sn2Rh)2,"{'Sm': 1, 'Sn': 4, 'Rh': 2}",Orthorhombic,Pnma,607.5700415403189,9.084886587073497,8.07886971,-0.6215030239285712,0.0,False
mp-1186902,Re3Ir,"{'Re': 3, 'Ir': 1}",Cubic,Pm-3m,58.499874394575855,21.312795020349895,8.33952118,-0.10583459625000025,0.0,False
mp-1102302,CeOs2,"{'Ce': 1, 'Os': 2}",Hexagonal,P6_3/mmc,219.7655505329354,15.733799643084856,8.66774606,-0.24772236833333375,0.0,False
mp-2360,CaGe,"{'Ca': 1, 'Ge': 1}",Orthorhombic,Cmcm,98.82670232063747,3.7878961477789286,4.57669187,-0.6613938774999997,0.0,False
mp-7126,TiSnSb,"{'Ti': 1, 'Sn': 1, 'Sb': 1}",Orthorhombic,Fddd,262.14790444983583,7.305720850236519,8.26077854,-0.39482454694444397,0.0,False
mp-864625,Ho2IrRh,"{'Ho': 2, 'Ir': 1, 'Rh': 1}",Cubic,Fm-3m,77.79659092870325,13.340030810443066,5.0330101,-0.9102728949999994,0.0,False
mp-1215781,Yb4Ge3Au5,"{'Yb': 4, 'Ge': 3, 'Au': 5}",Monoclinic,Cm,245.2989005783823,12.827521034564112,4.22033161,-0.818825955416667,0.0,False
mp-865030,HfScRu2,"{'Hf': 1, 'Sc': 1, 'Ru': 2}",Cubic,Fm-3m,65.97369061252081,10.71187660580062,6.1207323,-0.7325292337499985,0.0,False
mp-1198408,Ba2HRu3O10,"{'Ba': 2, 'H': 1, 'Ru': 3, 'O': 10}",Orthorhombic,P2_12_12_1,890.4319810070567,5.511552974377762,2.70819006,-1.92040082296875,0.0,False
mp-1189871,Zr5Sn3N,"{'Zr': 5, 'Sn': 3, 'N': 1}",Hexagonal,P6_3/mcm,357.55066851154805,7.674613140015331,6.98772644,-0.889405823333334,0.0,False
mp-1105559,YGaPd2,"{'Y': 1, 'Ga': 1, 'Pd': 2}",Orthorhombic,Pnma,291.6164617499625,8.460956336256,4.4737399,-0.8979678560416664,0.0,False
mp-683941,Nb14S5,"{'Nb': 14, 'S': 5}",Orthorhombic,Pnma,1261.391268064481,7.693319009397218,6.83093617,-0.6592761335855253,0.0,False
mp-1183048,ZrSnRu2,"{'Zr': 1, 'Sn': 1, 'Ru': 2}",Cubic,Fm-3m,66.80225005379313,10.243142630362264,8.66159838,-0.5854550162500001,0.0,False
mp-1102029,CsUTe3Au,"{'Cs': 1, 'U': 1, 'Te': 3, 'Au': 1}",Orthorhombic,Cmcm,437.6542030102949,7.214261970084642,4.7294924,-0.9462914396551719,0.0,False
mp-1147709,Sr2CuH6,"{'Sr': 2, 'Cu': 1, 'H': 6}",Orthorhombic,Cmce,202.33702978244693,4.018600297483953,2.39016835,-0.4500645375925928,0.0,False
mp-505267,Np2Si4Tc3,"{'Np': 2, 'Si': 4, 'Tc': 3}",Monoclinic,P2_1/c,302.37199570717917,9.66916449752472,10.53457419,-0.4747948652777786,0.0,False
mp-30501,Ti2Cd,"{'Ti': 2, 'Cd': 1}",Tetragonal,I4/mmm,54.63961265242577,6.3256836430393735,4.74770695,-0.0695998388888898,0.0,False
mp-30413,TbPbAu,"{'Tb': 1, 'Pb': 1, 'Au': 1}",Cubic,F-43m,78.54635771402876,11.90425828515866,5.34057842,-0.6871160099999999,0.0,False
mp-984724,Ba2TlZn,"{'Ba': 2, 'Tl': 1, 'Zn': 1}",Cubic,Fm-3m,147.3436120839437,6.1358231824855745,3.07696069,-0.29419913333333336,0.0,False
mp-977395,YbFeB4,"{'Yb': 1, 'Fe': 1, 'B': 4}",Orthorhombic,Pbam,221.0810847752049,8.175838943693686,5.14092285,-0.4612960206944443,0.0,False
mp-1216351,VGaNi6,"{'V': 1, 'Ga': 1, 'Ni': 6}",Tetragonal,P4/mmm,87.42023164606339,8.981264443338889,7.58934961,-0.3011842146874999,0.0,False
mp-1207809,Y12Co5Bi,"{'Y': 12, 'Co': 5, 'Bi': 1}",Orthorhombic,Immm,451.73170335627333,5.77312619006844,3.90069708,-0.2774191902777782,0.0,False
mp-570936,K(SnAu)3,"{'K': 1, 'Sn': 3, 'Au': 3}",Orthorhombic,Pmmn,342.26087091290356,9.56874839898716,5.44117066,-0.28400635899999976,0.0,False
mp-1207655,YCo5As3,"{'Y': 1, 'Co': 5, 'As': 3}",Orthorhombic,Pnma,485.76713846386264,8.318115010006942,6.56962003,-0.5160687154629634,0.0,False
mp-1187461,Ti2VOs,"{'Ti': 2, 'V': 1, 'Os': 1}",Cubic,Fm-3m,121.86037880589362,9.181733225916238,6.47166123,-0.37167499791666714,0.0,False
mp-531527,Ba3Ti20O40,"{'Ba': 3, 'Ti': 20, 'O': 40}",Monoclinic,C2/m,763.1799530394599,4.371860334661682,5.13966027,-3.4812769637566134,0.0,False
mp-1106047,Mg2CoB2Ir5,"{'Mg': 2, 'Co': 1, 'B': 2, 'Ir': 5}",Tetragonal,P4/mbm,258.5011044442902,14.006926934085339,7.76030559,-0.3829163578333336,0.0,False
mp-1201660,Ho5(Ge5Os2)2,"{'Ho': 5, 'Ge': 10, 'Os': 4}",Tetragonal,P4/mbm,723.9260959738505,10.606384226293686,4.65262159,-0.5413247418421044,0.0,False
mp-862929,Li2PmAl,"{'Li': 2, 'Pm': 1, 'Al': 1}",Cubic,Fm-3m,79.05676081032436,3.9039503230128703,2.71673095,-0.18789366854166678,0.0,False
mp-1189619,EuAl,"{'Eu': 1, 'Al': 1}",Orthorhombic,Pmmn,543.6888217277907,5.465370001442675,3.92641989,-0.299375830000001,0.0,False
mp-1216940,U2Ga10CoNi,"{'U': 2, 'Ga': 10, 'Co': 1, 'Ni': 1}",Tetragonal,P4/mmm,245.76768331596628,8.7221142699575,5.72563758,-0.32751091642857133,0.0,False
mp-23048,CsMnBr3,"{'Cs': 1, 'Mn': 1, 'Br': 3}",Hexagonal,P6_3/mmc,331.4915425324251,4.283503586958503,1.56396457,-1.620624088172414,0.0,False
mp-4041,Yb(AlGe)2,"{'Yb': 1, 'Al': 2, 'Ge': 2}",Trigonal,P-3m1,104.20128607608743,5.9326580007204806,5.18275633,-0.43224406400000037,0.0,False
mp-1208935,Sm3(Al3Os)4,"{'Sm': 3, 'Al': 12, 'Os': 4}",Hexagonal,P6_3/mmc,647.9498098409709,7.8716594929240635,6.85277579,-0.5829158286842103,0.0,False
mp-861946,Er2MgAl,"{'Er': 2, 'Mg': 1, 'Al': 1}",Cubic,Fm-3m,95.32169380105205,6.720857371187595,4.04008292,-0.261909465,0.0,False
mp-2156,TiS2,"{'Ti': 1, 'S': 2}",Trigonal,P-3m1,183.46613745131842,3.041030836952365,4.02478583,-1.6081458098611112,0.0,False
mp-1190904,Tb3Si2Ni,"{'Tb': 3, 'Si': 2, 'Ni': 1}",Orthorhombic,Pnma,527.8266363304564,7.445187589894395,4.88096573,-0.7041689420833327,0.0,False
mp-1219574,Rb5Sb4,"{'Rb': 5, 'Sb': 4}",Monoclinic,Cm,401.29725715271945,3.7836342614243357,2.09785257,-0.4940781519444444,0.0,False
mp-582357,Eu(FeSi)2,"{'Eu': 1, 'Fe': 2, 'Si': 2}",Tetragonal,I4/mmm,79.08180634157588,6.715601622469995,5.81122922,-0.4585391339999987,0.0,False
mp-571094,Th7Ir3,"{'Th': 7, 'Ir': 3}",Hexagonal,P6_3mc,555.4999910326801,13.158269729136585,7.70600082,-0.6633043870000008,0.0,False
mp-23,Ni,{'Ni': 1},Cubic,Fm-3m,10.492020341068946,9.289219853118466,8.06383486,0.0,0.0,False
mp-2249,HoZn,"{'Ho': 1, 'Zn': 1}",Cubic,Pm-3m,43.91593880100058,8.709535760291297,3.01547438,-0.3505689999999997,0.0,False
mp-30522,Nd5Ir3,"{'Nd': 5, 'Ir': 3}",Tetragonal,P4/ncc,827.9051121731039,10.412540576586894,4.79262746,-0.6240539209375005,0.0,False
mp-1199723,Ce4In21Pd10,"{'Ce': 4, 'In': 21, 'Pd': 10}",Monoclinic,C2/m,758.8895965527644,8.830893634683157,7.96490369,-0.49778137285714236,0.0,False
mp-1189524,Tb6IrBr10,"{'Tb': 6, 'Ir': 1, 'Br': 10}",Triclinic,P-1,549.5866826526484,5.876109428347014,2.92179597,-2.010233617058824,0.0,False
mp-865602,Y2MgAl,"{'Y': 2, 'Mg': 1, 'Al': 1}",Cubic,Fm-3m,99.73792747071086,3.8142618854423707,4.09329367,-0.299468005833333,0.0,False
mp-1189894,Y2MnCoO6,"{'Y': 2, 'Mn': 1, 'Co': 1, 'O': 6}",Monoclinic,P2_1/c,227.00422617778014,5.671759510587622,4.08285376,-2.8464168048764362,0.0,False
mp-30370,Cd3Au,"{'Cd': 3, 'Au': 1}",Hexagonal,P6_3cm,502.31413657665166,10.595671382822246,3.05856111,-0.13127558999999986,0.0,False
mp-865785,YbHfIr2,"{'Yb': 1, 'Hf': 1, 'Ir': 2}",Cubic,Fm-3m,69.92149056424373,17.47813102594462,6.06115128,-0.7429694199999997,0.0,False
mp-16340,GdPPt,"{'Gd': 1, 'P': 1, 'Pt': 1}",Hexagonal,P-6m2,58.31632687692637,10.914567967823324,6.25944578,-1.3524625311111105,0.0,False
mp-865988,LuCdHg2,"{'Lu': 1, 'Cd': 1, 'Hg': 2}",Cubic,Fm-3m,87.77536969989544,13.026176506338597,3.54721626,-0.3080002474999999,0.0,False
mp-1201657,Er2ReB6,"{'Er': 2, 'Re': 1, 'B': 6}",Orthorhombic,Pbam,381.43756017897067,10.19717861128423,5.87798954,-0.661088383333333,0.0,False
mp-16793,Be3Cd4Si3SeO12,"{'Be': 3, 'Cd': 4, 'Si': 3, 'Se': 1, 'O': 12}",Cubic,P-43n,638.5725463772327,4.326479728036453,0.55409804,-2.5857054764062504,0.0,True
mp-9721,Ca3GeO,"{'Ca': 3, 'Ge': 1, 'O': 1}",Cubic,Pm-3m,104.80890703191913,3.309284015030698,4.50898374,-1.70490652875,0.0,False
mp-11140,Ho2Sb5,"{'Ho': 2, 'Sb': 5}",Monoclinic,P2_1/m,793.8384745482914,7.85390334670628,6.31238094,-0.7638363364285711,0.0,False
mp-1220339,Nd2CdSb4,"{'Nd': 2, 'Cd': 1, 'Sb': 4}",Tetragonal,P-4m2,207.26322757600778,7.1139042527973695,5.31902509,-0.8111663164285707,0.0,False
mp-567229,LuAlSi,"{'Lu': 1, 'Al': 1, 'Si': 1}",Orthorhombic,Cmcm,110.47835270831196,6.915029023859325,6.35964766,-0.5633814116666672,0.0,False
mp-866105,Ca2HgPb,"{'Ca': 2, 'Hg': 1, 'Pb': 1}",Cubic,Fm-3m,114.62061037984246,7.069002622705428,4.24713042,-0.5975706712499997,0.0,False
mp-606377,Ce2Zn4Ru,"{'Ce': 2, 'Zn': 4, 'Ru': 1}",Tetragonal,P4/nmm,264.1208689589069,8.084356761432407,5.72483876,-0.3810780892857143,0.0,False
mp-1103844,Ho(MnAl2)4,"{'Ho': 1, 'Mn': 4, 'Al': 8}",Tetragonal,I4/mmm,197.32329599250806,5.053693766109721,6.92188441,-0.3424936539787801,0.0,False
mp-863672,ErMgCd2,"{'Er': 1, 'Mg': 1, 'Cd': 2}",Cubic,Fm-3m,89.77988780654263,7.701337534250299,3.30057273,-0.287533845,0.0,False
mp-1188590,TaReSi,"{'Ta': 1, 'Re': 1, 'Si': 1}",Orthorhombic,Ima2,263.2284308236872,14.959905880245127,8.25895791,-0.477727474444445,0.0,False
mp-1219950,Pr6Ni3Sn14,"{'Pr': 6, 'Ni': 3, 'Sn': 14}",Orthorhombic,Pmm2,578.95367074481,7.696643994353129,7.19796963,-0.582299257391304,0.0,False
mp-22335,GdB2Ru3,"{'Gd': 1, 'B': 2, 'Ru': 3}",Hexagonal,P6/mmm,79.19683228635678,10.107929461246465,5.99510874,-0.45981140138888793,0.0,False
mp-1111629,Rb2TlAgCl6,"{'Rb': 2, 'Tl': 1, 'Ag': 1, 'Cl': 6}",Cubic,Fm-3m,302.7930243494658,3.8163944089493955,0.3572187,-1.5487373274999996,0.0,False
mp-861896,LiHg2Pd,"{'Li': 1, 'Hg': 2, 'Pd': 1}",Cubic,Fm-3m,70.76256336116055,12.074399107147007,3.16042105,-0.316886138333333,0.0,False
mp-639160,Gd2InGe2,"{'Gd': 2, 'In': 1, 'Ge': 2}",Tetragonal,P4/mbm,234.54048100851486,8.136270740875533,5.52033909,-0.7228323470000007,0.0,False
mp-21315,PuNi5,"{'Pu': 1, 'Ni': 5}",Hexagonal,P6/mmm,79.69397335185438,11.198901409620015,8.89789966,-0.20719423500000053,0.0,False
mp-697126,Ca4(H4Rh)3,"{'Ca': 4, 'H': 12, 'Rh': 3}",Cubic,Im-3m,192.15961409729266,4.157610517243018,4.16752833,-0.5753198168421055,0.0,False
mp-1190739,TmNiB4,"{'Tm': 1, 'Ni': 1, 'B': 4}",Orthorhombic,Pbam,227.14302963344133,7.920875074418187,6.76678803,-0.5634190963888889,0.0,False
mp-1208239,Ti5CuSn3,"{'Ti': 5, 'Cu': 1, 'Sn': 3}",Hexagonal,P6_3/mcm,321.7998182648498,6.801206518510108,7.84605595,-0.3478968462962963,0.0,False
mp-561529,KEu2Si4O10F,"{'K': 1, 'Eu': 2, 'Si': 4, 'O': 10, 'F': 1}",Monoclinic,P2_1/c,1080.3736824604478,3.9000606811542227,5.39194304,-3.310453445305554,0.0,False
mp-1217323,ThUC2,"{'Th': 1, 'U': 1, 'C': 2}",Trigonal,R-3m,67.21055171830493,12.207205859229141,9.18251315,-0.2560715287500006,0.0,False
mp-1209691,Sm12InCo6,"{'Sm': 12, 'In': 1, 'Co': 6}",Cubic,Im-3,482.1652577375739,7.827127314413368,3.6502416,-0.17662880473684228,0.0,False
mp-1186585,Pm2AlIn,"{'Pm': 2, 'Al': 1, 'In': 1}",Cubic,Fm-3m,107.07632582142334,6.696344848262403,4.6336809,-0.4004671937499995,0.0,False
mp-5792,BaCuSn2,"{'Ba': 1, 'Cu': 1, 'Sn': 2}",Orthorhombic,Cmcm,220.59880677730342,6.598427795233157,5.51434764,-0.4514660587499999,0.0,False
mp-2410,SrAg5,"{'Sr': 1, 'Ag': 5}",Hexagonal,P6/mmm,130.04404352645494,8.005697189220452,2.95681065,-0.1859469349999999,0.0,False
mp-867841,GaTc,"{'Ga': 1, 'Tc': 1}",Hexagonal,P-6m2,28.85289325086735,9.652778716012456,6.34754658,-0.09311872125000065,0.0,False
mp-1217623,TbDy3(FeCo)4,"{'Tb': 1, 'Dy': 3, 'Fe': 4, 'Co': 4}",Monoclinic,Cm,188.19717310740793,9.754605896408375,4.70822144,-0.15665765500000126,0.0,False
mp-20661,Ti2PbC,"{'Ti': 2, 'Pb': 1, 'C': 1}",Hexagonal,P6_3/mmc,124.44511326317584,8.404958048655972,8.1694894,-0.5681272197916671,0.0,False
mp-862446,TaAlRu2,"{'Ta': 1, 'Al': 1, 'Ru': 2}",Cubic,Fm-3m,58.23212615926726,11.693481494061537,8.09833458,-0.7477709575000002,0.0,False
mp-1103514,Eu2Cu6P5,"{'Eu': 2, 'Cu': 6, 'P': 5}",Tetragonal,I4/mmm,203.509232594937,6.854596727657965,7.11405091,-0.5091597143589734,0.0,False
mp-1216969,V20Ga2Ge3S40,"{'V': 20, 'Ga': 2, 'Ge': 3, 'S': 40}",Monoclinic,C2,1144.6747909434503,3.857020931229651,5.44385358,-1.1784088671538466,0.0,False
mp-8628,Te4Pt3,"{'Te': 4, 'Pt': 3}",Trigonal,R-3m,171.04101994788329,10.6370562450621,7.36103419,-0.6203051280952384,0.0,False
mp-865317,Tm2CuPt,"{'Tm': 2, 'Cu': 1, 'Pt': 1}",Cubic,Fm-3m,78.80618704315638,12.568923415020008,5.04925895,-0.8167965458333333,0.0,False
mp-1212709,GaNi10P3,"{'Ga': 1, 'Ni': 10, 'P': 3}",Trigonal,P-3m1,473.6250457439279,7.884110259137569,8.86097618,-0.4605911172023804,0.0,False
mp-1215715,Zr10(GaSb)3,"{'Zr': 10, 'Ga': 3, 'Sb': 3}",Hexagonal,P-62m,342.4914610562904,7.208077996370081,5.52612292,-0.6740987601562498,0.0,False
mp-27731,HfH2,"{'Hf': 1, 'H': 2}",Tetragonal,I4/mmm,25.697635844556963,11.663993812664256,5.39351553,-0.5973317566666658,0.0,False
mp-8435,Ta2PdS6,"{'Ta': 2, 'Pd': 1, 'S': 6}",Monoclinic,C2/m,184.34290241604478,5.951559358285074,3.34381367,-1.1749914065277776,0.0,False
mp-1216017,YAl7Cu5,"{'Y': 1, 'Al': 7, 'Cu': 5}",Orthorhombic,Imm2,189.26421721788037,5.224770016207838,7.71942216,-0.3448880828205122,0.0,False
mp-11840,BaAg,"{'Ba': 1, 'Ag': 1}",Orthorhombic,Pnma,291.6263924431248,5.5846277167414735,2.41366206,-0.281186662083333,0.0,False
